job_id	agency	posting_type	#_of_positions	business_title	job_category	Posting_Date	annualsalaryfrom	annualsalaryto	averageannualsalary	degrees	highestdegree	ngrams
183112	DEPT OF INFO TECH & TELECOMM	Internal	1	GIS Analyst	Information Technology & Telecommunications	2015-02-12	45174.0	62370.0	53772.0	baccalaureate,high school,diploma,high school,high school,diploma	baccalaureate	the,successful,candidate,should,posse,the,following,a,degree,in,gi,geography,engineering,planning,or,a,similar,field,with,at,least,four,year,gi,experience,proficient,in,gi,principle,scale,projection,coordinate,system,cartography,topology,experience,with,esri,arcgis,desktop,software,strong,written,and,oral,communication,skill,detail,oriented,and,able,to,work,alone,with,minimal,supervision,and,proven,ability,to,work,in,a,team,environment,on,demanding,project,advanced,experience,with,esri,s,arcgis,desktop,software,experience,editing,geospatial,data,in,a,multiuser,versioned,editing,environment,experience,working,in,an,enterprise,geodatabase,experience,using,python,model,builder,and,esris,data,interoperability,extension
183500	LAW DEPARTMENT	Internal	1	Facilities Central Supervisor	Clerical & Administrative Support	2015-02-20	32086.0	51981.0	42033.5	high school,diploma	diploma	must,be,proficient,in,microsoft,office,application,such,a,excel,outlook,and,word,must,also,be,detailoriented,have,the,ability,to,multitask,is,a,quick,learner,and,a,team,player
184328	DEPT OF INFO TECH & TELECOMM	Internal	1	Director, Infrastructure Build Coordinator	Information Technology & Telecommunications	2015-02-19	49492.0	100000.0	74746.0	master,baccalaureate,high school,diploma,high school,diploma	master	the,successful,candidate,should,posse,the,following,project,management,skill,pertaining,to,large,enterprise,environment,fundamental,technical,knowledge,of,window,linux,and,unix,operating,system,strong,knowledge,of,dns,networking,and,firewall,strong,knowledge,of,oracle,and,sql,database,strong,knowledge,of,storage,backup,and,monitoring,system,excellent,written,and,verbal,communication,skill,customer,service,skill,trouble,shooting,and,problem,solving,skill,and,the,ability,to,manage,multiple,task,and,project,under,tight,deadline
185056	LAW DEPARTMENT	Internal	3	Paralegal Aide	Clerical & Administrative Support Legal	2015-03-16	38089.0	53300.0	45694.5	baccalaureate,high school,diploma,high school,diploma,baccalaureate	baccalaureate	additional,qualification,requirement,for,level,a,baccalaureate,degree,from,an,accredited,college,and,either,a,year,of,fulltime,satisfactory,experience,acquired,in,the,united,state,in,the,performance,of,paralegal,legal,assistant,service,or,b,paralegal,certification,obtained,in,the,united,state,from,an,accredited,program,or,a,program,approved,by,the,american,bar,association,or,a,baccalaureate,degree,from,an,accredited,college,including,or,supplemented,by,a,combination,of,semester,credit,in,u,history,u,political,science,u,law,u,paralegal,study,u,criminal,justice,urban,study,international,relation,andor,legal,study,or,an,associate,degree,or,completion,of,credit,from,an,accredited,college,and,three,year,of,fulltime,satisfactory,experience,acquired,in,the,united,state,in,the,performance,of,paralegal,legal,assistant,service,or,a,four,year,high,school,diploma,or,it,educational,equivalent,approved,by,a,state,department,of,education,or,a,recognized,accrediting,organization,and,five,year,of,fulltime,satisfactory,experience,acquired,in,the,united,state,in,the,performance,of,paralegal,legal,assistant,service,experience,which,is,primarily,legal,secretarial,or,includes,only,incidental,paralegal,legal,assistant,service,is,not,acceptable,to,be,acceptable,experience,in,paralegal,legal,assistant,service,must,have,involved,the,american,legal,system,candidate,are,preferred,to,be,able,to,work,independently,be,assertive,highly,organized,detailoriented,and,have,excellent,computer,skill,and,written,and,oral,communication,skill,candidate,should,be,able,to,create,and,edit,document,in,microsoft,word,and,excel,candidate,are,preferred,to,be,computer,proficient,in,microsoft,word,excel,powerpoint,outlook,and,other,microsoft,office,application,a,well,a,filesite,and,law,manager
187049	NYC HOUSING AUTHORITY	External	3	HIGH PRESSURE PLANT TENDER	Maintenance & Operations	2015-04-15	65458.8	65458.8	65458.8	high school,high school	high school	,broad,based,knowledge,and,experience,working,with,multiple,type,of,burner,boiler,hot,water,generator,vacuum,pump,and,various,other,heating,equipment,component,handson,experience,in,the,maintenance,and,repair,of,various,heating,equipment,excellent,troubleshooting,ability,and,mechanical,aptitude,ability,to,work,independently,and,in,a,team,environment
187049	NYC HOUSING AUTHORITY	Internal	3	HIGH PRESSURE PLANT TENDER	Maintenance & Operations	2015-04-15	65458.8	65458.8	65458.8	high school,high school	high school	,broad,based,knowledge,and,experience,working,with,multiple,type,of,burner,boiler,hot,water,generator,vacuum,pump,and,various,other,heating,equipment,component,handson,experience,in,the,maintenance,and,repair,of,various,heating,equipment,excellent,troubleshooting,ability,and,mechanical,aptitude,ability,to,work,independently,and,in,a,team,environment
187714	ADMIN FOR CHILDREN'S SVCS	Internal	1	Network Engineer I LAN/WAN	Information Technology & Telecommunications	2015-03-30	72260.0	98163.0	85211.5	baccalaureate,high school,diploma	baccalaureate	preferably,year,experience,a,a,network,engineer,configuring,and,managing,lanwan,infrastructure,certification,is,a,plus,cisco,certified,network,associate,ccna,or,wireless,ccna,wireless,or,datacenter,ccna,datacenter,or,security,ccna,security,or,cisco,certified,network,professional,ccnp,or,voice,professional,ccvp,or,wireless,ccnp,wireless,or,datacenter,ccnp,datacenter,working,knowledge,of,networking,standard,protocol,security,troubleshooting,performance,tuning,and,capacity,planning,working,knowledge,to,install,configure,troubleshoot,cisco,router,and,switch,ie,nexus,k,k,k,cat,x,x,asax,firewallvpn,netscaler,load,balancer,wireless,controller,wireless,access,point,and,meraki,product,must,be,able,to,configure,channelized,t,and,epl,circuit,knowledge,of,voip,implementation,and,support,including,call,manager,strong,experience,with,routing,protocol,bgp,eigrp,ospf,and,rip,experience,with,configuring,policy,based,routing,pbr,experience,with,layer,and,cisco,v,vsp,ip,multicast,over,mpls,cisco,advance,ip,service,io,x,iosxe,experience,with,network,monitoring,and,troubleshooting,with,snmp,netflow,sflow,sniffer,cisco,prime,prtg,solarwinds,syslog,information,and,wireshark,working,experience,and,strong,understanding,of,tcpip,protocol,ip,addressing,and,ip,network,design,fast,ethernet,gigabit,ethernet,fiber,bgnac,wireless,lan,q,x,vlans,hsrpvrrp,qos,dhcp,dns,win,unixlinux,vmware,m,visio,etc,knowledge,of,approach,tool,and,technique,for,recognizing,and,resolving,technical,hardware,software,problem,strong,interpersonal,skill,problem,solving,skill,customer,service,and,interpersonal,skill,ability,to,multitask,and,perform,in,a,highpacedhighpressure,environment,ability,to,work,independently,or,within,a,group,to,solve,complex,problem,ability,to,communicate,with,different,level,of,the,organization,strong,team,player,with,serviceoriented,attitude,and,customer,focus
187714	ADMIN FOR CHILDREN'S SVCS	External	1	Network Engineer I LAN/WAN	Information Technology & Telecommunications	2015-03-30	72260.0	98163.0	85211.5	baccalaureate,high school,diploma	baccalaureate	preferably,year,experience,a,a,network,engineer,configuring,and,managing,lanwan,infrastructure,certification,is,a,plus,cisco,certified,network,associate,ccna,or,wireless,ccna,wireless,or,datacenter,ccna,datacenter,or,security,ccna,security,or,cisco,certified,network,professional,ccnp,or,voice,professional,ccvp,or,wireless,ccnp,wireless,or,datacenter,ccnp,datacenter,working,knowledge,of,networking,standard,protocol,security,troubleshooting,performance,tuning,and,capacity,planning,working,knowledge,to,install,configure,troubleshoot,cisco,router,and,switch,ie,nexus,k,k,k,cat,x,x,asax,firewallvpn,netscaler,load,balancer,wireless,controller,wireless,access,point,and,meraki,product,must,be,able,to,configure,channelized,t,and,epl,circuit,knowledge,of,voip,implementation,and,support,including,call,manager,strong,experience,with,routing,protocol,bgp,eigrp,ospf,and,rip,experience,with,configuring,policy,based,routing,pbr,experience,with,layer,and,cisco,v,vsp,ip,multicast,over,mpls,cisco,advance,ip,service,io,x,iosxe,experience,with,network,monitoring,and,troubleshooting,with,snmp,netflow,sflow,sniffer,cisco,prime,prtg,solarwinds,syslog,information,and,wireshark,working,experience,and,strong,understanding,of,tcpip,protocol,ip,addressing,and,ip,network,design,fast,ethernet,gigabit,ethernet,fiber,bgnac,wireless,lan,q,x,vlans,hsrpvrrp,qos,dhcp,dns,win,unixlinux,vmware,m,visio,etc,knowledge,of,approach,tool,and,technique,for,recognizing,and,resolving,technical,hardware,software,problem,strong,interpersonal,skill,problem,solving,skill,customer,service,and,interpersonal,skill,ability,to,multitask,and,perform,in,a,highpacedhighpressure,environment,ability,to,work,independently,or,within,a,group,to,solve,complex,problem,ability,to,communicate,with,different,level,of,the,organization,strong,team,player,with,serviceoriented,attitude,and,customer,focus
192723	DEPT OF INFO TECH & TELECOMM	Internal	1	Research Assistant	Clerical & Administrative Support Legal	2015-05-18	40055.0	60611.0	50333.0	baccalaureate,high school,diploma,high school,diploma	baccalaureate	the,successful,candidate,should,posse,the,following,ability,to,work,effectively,and,cordially,with,legal,analytical,and,clerical,staff,willingness,to,handle,wide,variety,of,assignment,toplevel,attention,to,detail,high,level,ability,with,advanced,microsoft,word,feature,ability,to,work,independently,with,a,wide,variety,of,computer,application
192756	DEPARTMENT OF TRANSPORTATION	Internal	1	Systems Administrator - Computer Software	Information Technology & Telecommunications	2015-05-11	81290.0	114954.0	98122.0	baccalaureate,high school,diploma	baccalaureate	extensive,experience,with,commvault,simpana,backup,solution,lamp,stack,installation,configuration,and,administration,experiencemicrosoft,window,server,or,newer,administration,experience,microsoft,active,directory,or,newer,administration,experience,microsoft,exchange,or,newer,administration,experiencemicrosoft,sccm,rscom,or,newer,administration,experienceextensive,knowledge,of,window,server,operating,system,and,active,directory,experience,with,cisco,ucs,and,hp,c,enclosuresexperience,with,vmware,vsphere,or,laterlinux,system,administration,experience,is,a,plusthe,ability,to,work,independently,and,with,other,team,effective,oral,and,written,communication,skill,ability,to,identify,troubleshoot,and,resolve,problem,in,a,timely,mannercreate,innovative,solution,and,administer,project
192756	DEPARTMENT OF TRANSPORTATION	External	1	Systems Administrator - Computer Software	Information Technology & Telecommunications	2015-05-11	81290.0	114954.0	98122.0	baccalaureate,high school,diploma	baccalaureate	extensive,experience,with,commvault,simpana,backup,solution,lamp,stack,installation,configuration,and,administration,experiencemicrosoft,window,server,or,newer,administration,experience,microsoft,active,directory,or,newer,administration,experience,microsoft,exchange,or,newer,administration,experiencemicrosoft,sccm,rscom,or,newer,administration,experienceextensive,knowledge,of,window,server,operating,system,and,active,directory,experience,with,cisco,ucs,and,hp,c,enclosuresexperience,with,vmware,vsphere,or,laterlinux,system,administration,experience,is,a,plusthe,ability,to,work,independently,and,with,other,team,effective,oral,and,written,communication,skill,ability,to,identify,troubleshoot,and,resolve,problem,in,a,timely,mannercreate,innovative,solution,and,administer,project
193109	DEPT OF INFO TECH & TELECOMM	Internal	1	311 Call Center Manager	Clerical & Administrative Support Community & Business Services	2015-05-11	53373.0	72000.0	62686.5	baccalaureate,high school,diploma,high school	baccalaureate	the,preferred,candidate,should,posse,the,following,year,experience,serving,a,an,accr,level,or,call,center,supervisor,at,nyc,professional,experience,managing,or,supervising,work,team,in,a,large,call,center,environment,demonstrated,ability,to,motivate,and,develop,team,member,outstanding,collaboration,and,leadership,skill,demonstrated,knowledge,of,call,center,best,practice,call,center,key,performance,indicator,business,driver,call,center,telephony,and,application,technology,advanced,knowledge,of,microsoft,office,program,such,a,word,excel,access,visio,project,and,powerpoint,strong,knowledge,of,online,trend,and,social,medium,tool,strong,business,writing,and,business,math,skill,strong,customer,and,quality,focus,excellent,planning,and,problem,solving,skill,advanced,project,management,skill,superior,organization,presentation,and,facilitation,skill,ability,to,manage,multiple,task,simultaneously,with,tight,deadline,and,ability,to,interface,effectively,with,executive,level,management,prior,work,experience,a,a,call,center,manager,or,call,center,supervisor,is,essential,for,this,position
195805	ADMIN FOR CHILDREN'S SVCS	Internal	2	Tracking and Monitoring Data Analyst	Social Services	2015-05-29	59536.0	88649.0	74092.5	baccalaureate	baccalaureate	,excellent,interpersonal,skill,exceptional,written,and,communication,skill,excellent,and,demonstrable,ability,to,develop,verbal,and,written,presentation
195805	ADMIN FOR CHILDREN'S SVCS	External	2	Tracking and Monitoring Data Analyst	Social Services	2015-05-29	59536.0	88649.0	74092.5	baccalaureate	baccalaureate	,excellent,interpersonal,skill,exceptional,written,and,communication,skill,excellent,and,demonstrable,ability,to,develop,verbal,and,written,presentation
197316	DEPT OF INFO TECH & TELECOMM	Internal	4	311 Escalation Line Team Leader	Community & Business Services	2015-07-22	43118.0	49586.0	46352.0	baccalaureate,high school,diploma	baccalaureate	the,preferred,candidate,should,posse,the,following,year,of,fulltime,satisfactory,professional,experience,a,a,call,center,representative,ccr,recent,qa,average,of,or,above,overall,performance,evaluation,rating,of,good,or,higher,professional,experience,assisting,or,supervising,work,team,in,a,large,call,center,environment,demonstrated,knowledge,of,call,center,best,practice,performance,indicator,call,center,telephony,and,application,technology,advanced,written,and,verbal,communication,skill,strong,leadership,collaboration,and,team,building,skill,strong,customer,and,quality,focus,excellent,planning,and,problem,solving,skill,knowledge,of,advanced,function,of,microsoft,office,program,such,a,word,excel,access,visio,and,powerpoint,experience,using,customer,service,technical,application,and,related,technology,for,reporting,and,quality,assurance,excellent,organization,and,facilitation,skill,strong,time,management,skill,and,ability,to,handle,multiple,task,simultaneously,under,tight,deadline,in,a,fast,paced,environment
197355	DEPT OF ENVIRONMENT PROTECTION	External	1	Deputy Commissioner, Wastewater Treatment	Engineering, Architecture, & Planning Maintenance & Operations	2015-06-23	198518.0	198518.0	198518.0	""	""	extensive,experience,in,wastewater,operation,is,preferred,but,not,required,the,ideal,candidate,will,also,demonstrate,competency,in,managing,technical,operation,including,large,number,of,engineering,and,other,technical,staff,a,new,york,state,grade,a,wastewater,treatment,plant,operator,certificate,is,desirable
197355	DEPT OF ENVIRONMENT PROTECTION	Internal	1	Deputy Commissioner, Wastewater Treatment	Engineering, Architecture, & Planning Maintenance & Operations	2015-06-23	198518.0	198518.0	198518.0	""	""	extensive,experience,in,wastewater,operation,is,preferred,but,not,required,the,ideal,candidate,will,also,demonstrate,competency,in,managing,technical,operation,including,large,number,of,engineering,and,other,technical,staff,a,new,york,state,grade,a,wastewater,treatment,plant,operator,certificate,is,desirable
197941	DEPT OF HEALTH/MENTAL HYGIENE	External	5	Public Health Nurse (School Health)	Health	2015-07-01	66788.8	76814.4	71801.6	""	""	excellent,interpersonal,communication,and,presentation,skill,for,appointment,to,osh,individual,must,be,able,to,perform,cardiopulmonary,resuscitation,a,license,and,current,registration,to,practice,a,registered,professional,nurse,in,new,york,state,this,license,must,be,maintained,for,the,duration,of,employement
197941	DEPT OF HEALTH/MENTAL HYGIENE	Internal	5	Public Health Nurse (School Health)	Health	2015-07-01	66788.8	76814.4	71801.6	""	""	excellent,interpersonal,communication,and,presentation,skill,for,appointment,to,osh,individual,must,be,able,to,perform,cardiopulmonary,resuscitation,a,license,and,current,registration,to,practice,a,registered,professional,nurse,in,new,york,state,this,license,must,be,maintained,for,the,duration,of,employement
199170	DEPT OF HEALTH/MENTAL HYGIENE	Internal	1	Public Health Advisor, Bureau of Sexually Transmitted Diseases Prevention and Control	Health	2015-07-10	41452.0	52821.0	47136.5	baccalaureate,baccalaureate,high school,diploma,high school,diploma	baccalaureate	applicant,must,have,a,valid,ny,driver,license,and,the,ability,to,operate,a,motor,vehicle
199768	DEPT OF INFO TECH & TELECOMM	Internal	1	Payroll Supervisor	Clerical & Administrative Support	2015-07-14	33799.0	56249.0	45024.0	""	""	the,successful,candidate,should,posse,the,following,knowledge,of,pm,rmds,and,chrms,proficient,in,microsoft,office,including,strong,skill,in,excel,and,word,strong,supervisory,analytical,research,and,organizational,skill,strategic,thinker,with,ability,to,work,at,a,detailed,level,excellent,interpersonal,oral,and,written,communication,skill,ability,to,handle,multiple,task,and,deadline
203387	DEPT OF HEALTH/MENTAL HYGIENE	Internal	1	Public Health Advisor, Bureau of STD Prevention and Control	Health	2015-08-03	39127.296	50527.984000000004	44827.64	baccalaureate,baccalaureate,high school,diploma,high school,diploma	baccalaureate	bilingual,englishspanish,knowledgeexperience,in,public,health,and,sexual,health,strong,public,speaking,skill,experience,with,adolescent,population,experience,in,patient,counseling,and,interviewing,particularly,for,std,phlebotomy,skill,valid,ny,driver,license,and,flexibility,to,work,early,morning,to,early,afternoon,mondayfriday,please,note,may,be,required,to,work,evening,and,or,weekend
209609	DEPT OF HEALTH/MENTAL HYGIENE	External	1	Office Clerk AOT, Bureau of Mental Health	Clerical & Administrative Support	2015-08-25	28965.0	43152.0	36058.5	high school,diploma	diploma	,ability,to,use,microsoft,window,word,excel,visio,access,and,powerpoint,experience,with,data,related,to,mandated,health,or,mental,health,treatment,good,written,and,verbal,communication,skill,good,organization,and,time,management,skill
209609	DEPT OF HEALTH/MENTAL HYGIENE	Internal	1	Office Clerk AOT, Bureau of Mental Health	Clerical & Administrative Support	2015-08-25	28965.0	43152.0	36058.5	high school,diploma	diploma	,ability,to,use,microsoft,window,word,excel,visio,access,and,powerpoint,experience,with,data,related,to,mandated,health,or,mental,health,treatment,good,written,and,verbal,communication,skill,good,organization,and,time,management,skill
210312	DEPT OF INFO TECH & TELECOMM	Internal	1	311 Call Center Manager	Community & Business Services	2015-09-02	64000.0	71000.0	67500.0	baccalaureate,high school,diploma,high school	baccalaureate	the,preferred,candidate,should,posse,the,following,year,satisfactory,fulltime,experience,serving,a,a,call,center,supervisor,at,nyc,proven,professional,experience,managing,or,supervising,work,team,in,a,large,call,center,environment,outstanding,collaboration,and,leadership,skill,demonstrated,knowledge,of,call,center,best,practice,call,center,key,performance,indicator,business,driver,call,center,telephony,and,application,technology,advanced,knowledge,of,microsoft,office,program,including,word,excel,access,visio,project,and,powerpoint,strong,knowledge,of,online,trend,and,social,medium,tool,strong,business,writing,and,business,math,skill,strong,customer,and,quality,focus,strong,time,management,skill,excellent,planning,and,problem,solving,skill,advanced,project,management,skill,superior,organization,presentation,and,facilitation,skill,and,ability,to,manage,multiple,task,simultaneously,with,tight,deadline,prior,work,experience,a,a,call,center,manager,or,call,center,supervisor,in,a,large,call,center,environment,is,essential,for,this,position
